NE-500  Syringe  pump  communication  established!
spSerial::  Sent_Cmd:  *RESET  ||      ||    Received:00A?R
spSerial::  Sent_Cmd:  DIA7.0  ||      ||    Received:00S
TC-36-25_RS232  Temperature  controller  communication  established!
Arduino  communication  established!   
Estimated  pre-scale:  3.24   
Final  pre-scale:  3   

Debug  log  path:  D:\GitHub\workspace\A4_FreezeRay\20141126_M05_R03_E01_debuglog_17031478.csv
Data  log  path:  D:\GitHub\workspace\A4_FreezeRay\20141126_M05_R03_E01_datalog_17031478.csv
Recipe  path:  D:\GitHub\workspace\A4_FreezeRay\20141126_M05_R03_E01_recipe.csv
arduinoSerial::  Sent_Cmd:  P  ||  Received:  P_255
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000be6ed
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000024fbc
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000be6ed
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000024cb9
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000be6ed
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000024cb9
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000be7ee
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000024bb8
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000be7ee
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000002498f
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000be7ee
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000002468c
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000be4eb
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000002448a
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000be5ec
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000024288
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000be5ec
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000024187
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000be3ea
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000023db9
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000be4eb
tcSerial::  Sent_Cmd:  000400000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000023cb8
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000be1e8
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000023ab6
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bdf1c
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000023fbb
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bdf1c
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000024288
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000be0e7
tcSerial::  Sent_Cmd:  000400000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000024288
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000be0e7
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000024187
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000be0e7
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000023fbb
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bdf1c
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000024086
tcSerial::  Sent_Cmd:  000300000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bde1b
tcSerial::  Sent_Cmd:  000400000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000023fbb
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000be0e7
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000023db9
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000be0e7
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000023db9
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000be0e7
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000023bb7
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bdd1a
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000002388d
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bde1b
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000023489
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bdc19
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000023287
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bdb18
tcSerial::  Sent_Cmd:  000400000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000023186
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bdb18
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000022db8
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bda17
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000022bb6
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bd8ee
tcSerial::  Sent_Cmd:  000400000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000022ab5
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bd3e9
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000002298d
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bd3e9
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000002278b
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bd5eb
tcSerial::  Sent_Cmd:  000400000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:No  reply!
